energy(#dis_anut)<
@energy =
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178421,0,0,0,0,0,0,0.00806901,0,0,0,0,0.00200239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996878,0,0.00806901,0.00215082,0,0,0,0.00657138,0,0,0,0,0,0.0019607,0.00186266,0,0.00209104,0,0,0,0,0,0,0,0,0,0.00158275,0,0,0,0,0,0,0,0,0.00165291,0,0,0,0.00499651,0,0,0.000163494,0,0,0.000148945,0,0.0001626,0,0,0,0,2.36797e-05,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474687,0,0.0151604,0,0.0309251,0.0104771,0.0229752,0.0129328,0.00245874,0.00705849,0.00698339,0,0.0221386,0.00400478,0.0106127,0.00877143,0.012914,0.00629037,0.00614532,0.0039214,0.00797547,0.00547324,0.0131354,0.0138631,0.00380488,0.0104373,0.00372122,0.00196385,0.00188817,0.00360246,0.00904378,0.00176176,0.00474825,0,0.0116834,0,0.00478807,0,0.00492513,0.00161674,0.00507276,0.00330582,0,0.00159595,0.00299038,0.00456752,0,0.00138575,0.00415419,0.00359661,0.0026247,0.00412437,0.00221193,0.00167181,0.00107209,0.000731582,0.000171823,0.000366929,0.00108495,0.00024826,0.000264509,0.000138744,0,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474687,0.041121,0.075802,0.0418664,0.0206168,0.0136696,0.0559192,0.0189737,0.0210555,0.0162678,0.00698339,0.0277398,0.0311331,0.0408664,0.0217915,0.00672288,0.0196606,0.0164143,0.00614532,0.0181988,0.0257891,0.0210967,0.0179067,0.00968092,0.0263399,0.00846116,0.00186061,0.00589155,0.00377634,0.0154249,0.00171226,0.011067,0.0151367,0.00866272,0.0116834,0,0.0136676,0.00892444,0.0239091,0.00161674,0.0198555,0.00495872,0.00638738,0.00159595,0.00598075,0.00456752,0.0114704,0.0132527,0.0118547,0.00598784,0.00531741,0.00746204,0.00511699,0.00399402,0.00258818,0.00391558,0.0020353,0.00290705,0.00145715,0.000791784,0.000322399,0.000138744,0.00104646,0,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547009,0.0535264,0.0606416,0.0364158,0.0443746,0.0314313,0.0498439,0.0228452,0,0.0488034,0.0482841,0.0410143,0.0243872,0.0125785,0.0172067,0.0210628,0.0176048,0.00575029,0.0175419,0.0232251,0.0178136,0.00547324,0.0205869,0.015696,0.0114146,0.0143894,0.0220395,0.00840874,0.00997288,0.00360246,0.0276138,0.00704705,0.0151367,0.00866272,0.0108129,0.018373,0.00683379,0.00892444,0.0103128,0.00530575,0.0112557,0.013689,0.00979123,0.00523754,0.00747594,0.0180345,0.0141493,0.0146384,0.0148897,0.0115147,0.00607237,0.00765295,0.0050079,0.00571165,0.00394093,0.00548181,0.00181506,0.00285536,0.00225794,0.000912279,0.000667508,0.000277487,0.00104646,0.000776361,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474687,0.0946474,0.0850412,0.0600742,0.0752998,0.0555781,0.0429128,0.0297372,0.032276,0.0488034,0.0343174,0.0180963,0.0243872,0.0171475,0.0258101,0.02164,0.00880242,0.0164143,0.0263128,0.0019607,0.031377,0.040883,0.0173175,0.00968092,0.0095122,0.0403297,0.0159334,0.00785539,0.0180576,0.0113149,0.0232244,0.0203722,0.0314101,0.0135831,0.0132281,0.0267651,0.0200517,0.0107454,0.0173422,0.00323347,0.0112557,0.0120361,0.0108627,0.00683349,0.0142993,0.016083,0.0273366,0.0278911,0.00849716,0.0075005,0.00898459,0.00835571,0.00845419,0.00580328,0.00629448,0.00362962,0.00644954,0.00568233,0.0024844,0.00156305,0.000793528,0.000138744,0.00104646,0,0,0.00687978}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474687,0.0178421,0.0501008,0.0418664,0.0475157,0.0482935,0.0827879,0.0487109,0.0428038,0.0395941,0.0476846,0.059706,0.0436435,0.048876,0.0258101,0.05058,0.0372655,0.0164143,0.0318809,0.0330286,0.0393525,0.0312468,0.0352241,0.0133467,0.0119507,0.0124133,0.0159334,0.00981924,0.0137492,0.0421647,0.0271313,0.0319356,0.00835971,0.0292684,0.0361596,0.0120175,0.0353153,0.0196699,0.0210882,0.0170784,0.0116913,0.0250036,0.0323572,0.0252883,0.0226178,0.0171766,0.0370902,0.0146384,0.0170359,0.0121726,0.0106985,0.00920741,0.00737172,0.00731249,0.00727452,0.00608203,0.0062293,0.00452985,0.00234599,0.00130155,0.000851417,0.000416231,0.000637744,0.00254784,0,0}:
{0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547009,0.0356842,0.0243996,0.0600742,0.0403485,0.0104771,0.0429128,0.0814685,0.0235142,0.0466526,0.060123,0.029853,0.0243872,0.0171475,0.0258101,0.0599287,0.0264073,0.0139574,0.0304097,0.0162381,0.0300392,0.0330713,0.02686,0.0476046,0.0396569,0.0487909,0.0491365,0.0311178,0.0242541,0.0303422,0.0254191,0.0150869,0.0162735,0.0276283,0.0158822,0.0172318,0.0152636,0.0304153,0.0260134,0.0170784,0.0198555,0.0375055,0.0108627,0.0184548,0.0142993,0.0110865,0.0181677,0.00731922,0.0131165,0.0130707,0.0090526,0.0107158,0.00542075,0.00633689,0.00711118,0.00837985,0.00701343,0.00188634,0.00269084,0.00091955,0.000932017,0.000732811,0,0.000776361,0,0}:
