47.750000 125.000000 139.484879
47.750000 127.699997 136.276672
47.750000 130.399994 132.892044
47.750000 133.099991 129.346344
47.750000 135.799988 125.655144
47.750000 138.499985 121.835510
47.750000 141.199982 117.904503
47.750000 143.899979 113.878349
47.750000 146.599976 109.774452
47.750000 149.299973 105.609230
47.750000 151.999969 101.399620
47.750000 154.699966 97.162674
47.750000 157.399963 92.911858
47.750000 160.099960 88.665092
47.750000 162.799957 84.436768
47.750000 165.499954 80.241058
47.750000 168.199951 76.091537
47.750000 170.899948 72.001556
47.750000 173.599945 67.983063
47.750000 176.299942 64.047333
47.750000 178.999939 60.204918
47.750000 181.699936 56.465416
47.750000 184.399933 52.837318
47.750000 187.099930 49.328297
47.750000 189.799927 45.945068
47.750000 192.499924 42.692932
47.750000 195.199921 39.576958
47.750000 197.899918 36.600742
47.750000 200.599915 33.766998
47.750000 203.299911 31.077442
47.750000 205.999908 28.536299
47.750000 208.699905 26.133932
47.750000 211.399902 23.878920
47.750000 214.099899 21.766758
47.750000 216.799896 19.794773
47.750000 219.499893 17.960115
47.750000 222.199890 16.259115
47.750000 224.899887 14.687135
47.750000 227.599884 13.247241
47.750000 230.299881 11.912017
47.750000 232.999878 10.697995
47.750000 235.699875 9.592029
47.750000 238.399872 8.588129
47.750000 241.099869 7.680171
47.750000 243.799866 6.862026
47.750000 246.499863 6.127624
47.750000 249.199860 5.471008
47.750000 251.899857 4.886482
47.750000 254.599854 4.368637
47.750000 257.299866 3.912452
47.750000 259.999878 3.513378
47.750000 262.699890 3.167400
47.750000 265.399902 2.871109
47.750000 268.099915 2.621755
47.750000 270.799927 2.417308
47.750000 273.499939 2.256480
47.750000 276.199951 2.138796
47.750000 278.899963 2.064587
47.750000 281.599976 2.035009
47.750000 284.299988 2.052017
47.750000 287.000000 2.118455
47.750000 289.700012 2.237889
47.750000 292.400024 2.414701
47.750000 295.100037 2.653976
47.750000 297.800049 2.961479
47.750000 300.500061 3.343568
47.750000 303.200073 3.807137
47.750000 305.900085 4.359539
47.750000 308.600098 5.008287
47.750000 311.300110 5.761436
47.750000 314.000122 6.626971
47.750000 316.700134 7.612932
47.750000 319.400146 8.727273
47.750000 322.100159 9.977720
47.750000 324.800171 11.371602
47.750000 327.500183 12.915897
47.750000 330.200195 14.616895
47.750000 332.900208 16.480219
47.750000 335.600220 18.510777
47.750000 338.300232 20.712225
47.750000 341.000244 23.087734
47.750000 343.700256 25.638962
47.750000 346.400269 28.366604
47.750000 349.100281 31.269983
47.750000 351.800293 34.347279
47.750000 354.500305 37.595249
47.750000 357.200317 41.009228
47.750000 359.900330 44.583382
47.750000 362.600342 48.310429
47.750000 365.300354 52.181507
47.750000 368.000366 56.187042
47.750000 370.700378 60.315086
47.750000 373.400391 64.553619
47.750000 376.100403 68.888962
47.750000 378.800415 73.306526
47.750000 381.500427 77.789841
47.750000 384.200439 82.322968
47.750000 386.900452 86.888359
47.750000 389.600464 91.467728
47.750000 392.300476 96.042618

47.797501 125.000000 139.278183
47.797501 127.699997 136.076813
47.797501 130.399994 132.698822
47.797501 133.099991 129.159164
47.797501 135.799988 125.475044
47.797501 138.499985 121.662514
47.797501 141.199982 117.738617
47.797501 143.899979 113.719864
47.797501 146.599976 109.623642
47.797501 149.299973 105.465851
47.797501 151.999969 101.263687
47.797501 154.699966 97.033615
47.797501 157.399963 92.791428
47.797501 160.099960 88.552521
47.797501 162.799957 84.331284
47.797501 165.499954 80.143890
47.797501 168.199951 76.001152
47.797501 170.899948 71.918571
